aar_id,title,gsu_analysis_title,date,anl_id,code,country,area,overall_phase,p3_plus_population,p3_plus_population_percentage,analysis_date,fanalysis_date,current_from_date,current_thru_date,projected_from_date,projected_thru_date,second_projected_from_date,second_projected_thru_date,current_period_dates,projected_period_dates,second_projected_period_dates,analysis_period,estimated_population_current,estimated_population_projected,estimated_population_second_projected,group_name,aag_id,condition,period,census_population,view_level,phase1_C_population,phase1_C_percentage,phase6_C_population,phase6_C_percentage,overall_phase_C,phase2_C_population,phase2_C_percentage,phase3_C_population,phase3_C_percentage,phase4_C_population,phase4_C_percentage,phase5_C_population,phase5_C_percentage,phase3_P_population,phase3_P_percentage,phase6_P_population,phase6_P_percentage,overall_phase_P,phase2_P_population,phase2_P_percentage,phase5_P_population,phase5_P_percentage,phase4_P_population,phase4_P_percentage,phase1_P_population,phase1_P_percentage,phase3_A_population,phase3_A_percentage,phase6_A_population,phase6_A_percentage,overall_phase_A,phase1_A_population,phase1_A_percentage,phase2_A_population,phase2_A_percentage,phase4_A_population,phase4_A_percentage,phase5_A_population,phase5_A_percentage
18677924,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Bimbo,3,113040,0.4,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,282601,287853,0,Ombella M'Poko,18677923,A,C,4830000,area,28260,0.1,113040,0.4,3,141301,0.5,70650,0.25,42390,0.15,0,0,115141,0.4,143926,0.5,3,86356,0.3,0,0,28785,0.1,57571,0.2,,,,,,,,,,,,,
18677927,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Mingala,3,22200,0.6,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,34704,37000,0,Basse-Kotto,18677926,A,P,4830000,area,8676,0.25,19088,0.55,3,6941,0.2,13882,0.4,5206,0.15,0,0,16650,0.45,22200,0.6,3,9250,0.25,0,0,5550,0.15,5550,0.15,,,,,,,,,,,,,
18677929,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Mobaye,3,46268,0.6,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,75706,77114,0,Basse-Kotto,18677926,A,P,4830000,area,15141,0.2,37853,0.5,3,22712,0.3,26497,0.35,11356,0.15,0,0,34701,0.45,46268,0.6,3,19279,0.25,0,0,11567,0.15,11567,0.15,,,,,,,,,,,,,
18677931,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Zangba,3,23608,0.5,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,39506,47216,0,Basse-Kotto,18677926,A,P,4830000,area,15802,0.4,15803,0.4,3,7901,0.2,11852,0.3,3951,0.1,0,0,16526,0.35,23608,0.5,3,14165,0.3,0,0,7082,0.15,9443,0.2,,,,,,,,,,,,,
18677938,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Zémio,4,19632,0.65,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,19377,30203,0,Haut-Mbomou,18677933,A,P,4830000,area,2907,0.15,11626,0.6,4,4844,0.25,6782,0.35,4844,0.25,0,0,12081,0.4,19632,0.65,4,6041,0.2,0,0,7551,0.25,4530,0.15,,,,,,,,,,,,,
18677941,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Dékoa,4,32838,0.7,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,46055,46912,0,Kémo,18677940,A,P,4830000,area,2303,0.05,29936,0.65,3,13817,0.3,23028,0.5,6908,0.15,0,0,23456,0.5,32838,0.7,4,11728,0.25,0,0,9382,0.2,2346,0.05,,,,,,,,,,,,,
18677943,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Mala,3,5570,0.3,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,18227,18567,0,Kémo,18677940,A,P,4830000,area,7291,0.4,3645,0.2,3,7291,0.4,2734,0.15,911,0.05,0,0,3713,0.2,5570,0.3,3,6498,0.35,0,0,1857,0.1,6498,0.35,,,,,,,,,,,,,
18677945,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Ndjoukou,4,22350,0.6,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,36573,37251,0,Kémo,18677940,A,P,4830000,area,5486,0.15,18287,0.5,3,12801,0.35,12801,0.35,5486,0.15,0,0,14900,0.4,22350,0.6,4,11175,0.3,0,0,7450,0.2,3725,0.1,,,,,,,,,,,,,
18677947,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Sibut,3,30785,0.6,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,51308,52262,0,Kémo,18677940,A,C,4830000,area,5131,0.1,30785,0.6,3,15392,0.3,23089,0.45,7696,0.15,0,0,28744,0.55,36583,0.7,3,13066,0.25,0,0,7839,0.15,2613,0.05,,,,,,,,,,,,,
18677949,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Boda,3,22090,0.4,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,55225,57617,0,Lobaye,18677920,A,C,4830000,area,16568,0.3,22090,0.4,3,16568,0.3,19329,0.35,2761,0.05,0,0,23047,0.4,25928,0.45,3,20166,0.35,0,0,2881,0.05,11523,0.2,,,,,,,,,,,,,
18677953,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Mbaïki,3,43767,0.25,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,175068,182383,0,Lobaye,18677920,A,C,4830000,area,70027,0.4,43767,0.25,3,61274,0.35,43767,0.25,0,0,0,0,45596,0.25,54715,0.3,3,72953,0.4,0,0,9119,0.05,54715,0.3,,,,,,,,,,,,,
18677955,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Mongoumba,3,15431,0.55,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,26943,28056,0,Lobaye,18677920,A,P,4830000,area,5389,0.2,10777,0.4,3,10777,0.4,9430,0.35,1347,0.05,0,0,12625,0.45,15431,0.55,3,8417,0.3,0,0,2806,0.1,4208,0.15,,,,,,,,,,,,,
18677958,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Berbérati,3,59990,0.35,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,171399,174053,0,Mambéré-Kadéï,18677957,A,C,4830000,area,51420,0.3,59990,0.35,3,59990,0.35,51420,0.3,8570,0.05,0,0,60919,0.35,69622,0.4,3,52216,0.3,0,0,8703,0.05,52216,0.3,,,,,,,,,,,,,
18677960,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Carnot,3,34647,0.3,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,115490,116753,0,Mambéré-Kadéï,18677957,A,C,4830000,area,17324,0.15,34647,0.3,3,63520,0.55,23098,0.2,11549,0.1,0,0,29188,0.25,46701,0.4,3,58377,0.5,0,0,17513,0.15,11675,0.1,,,,,,,,,,,,,
18677962,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Dédé-mokouba,3,8944,0.35,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,25553,26434,0,Mambéré-Kadéï,18677957,A,C,4830000,area,6388,0.25,8944,0.35,3,10221,0.4,7666,0.3,1278,0.05,0,0,9252,0.35,10574,0.4,3,11895,0.45,0,0,1322,0.05,3965,0.15,,,,,,,,,,,,,
18677964,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Gadzi,3,39606,0.55,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,70752,72010,0,Mambéré-Kadéï,18677957,A,P,4830000,area,14150,0.2,28301,0.4,3,28301,0.4,21226,0.3,7075,0.1,0,0,28804,0.4,39606,0.55,3,25204,0.35,0,0,10802,0.15,7201,0.1,,,,,,,,,,,,,
18677966,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Gamboula,3,14105,0.4,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,33623,35263,0,Mambéré-Kadéï,18677957,A,P,4830000,area,6725,0.2,11768,0.35,3,15130,0.45,10087,0.3,1681,0.05,0,0,12342,0.35,14105,0.4,3,14105,0.4,0,0,1763,0.05,7053,0.2,,,,,,,,,,,,,
18677968,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Sosso-nakombo,3,6022,0.35,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,17205,17473,0,Mambéré-Kadéï,18677957,A,C,4830000,area,4301,0.25,6022,0.35,3,6882,0.4,5162,0.3,860,0.05,0,0,6116,0.35,7863,0.45,3,5242,0.3,0,0,1747,0.1,4368,0.25,,,,,,,,,,,,,
18677971,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Bangassou,3,36371,0.4,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,90928,85124,0,Mbomou,18677970,A,C,4830000,area,18186,0.2,36371,0.4,3,36371,0.4,27278,0.3,9093,0.1,0,0,29793,0.35,42562,0.5,3,25537,0.3,0,0,12769,0.15,17025,0.2,,,,,,,,,,,,,
18677973,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Gambo,3,7125,0.45,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,15832,26673,0,Mbomou,18677970,A,C,4830000,area,4750,0.3,7125,0.45,3,3958,0.25,4750,0.3,2375,0.15,0,0,9336,0.35,13337,0.5,3,6668,0.25,0,0,4001,0.15,6668,0.25,,,,,,,,,,,,,
18677975,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Ouango,4,28324,0.45,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,62942,56127,0,Mbomou,18677970,A,C,4830000,area,22030,0.35,28324,0.45,4,12588,0.2,15736,0.25,12588,0.2,0,0,16838,0.3,30870,0.55,4,11225,0.2,0,0,14032,0.25,14032,0.25,,,,,,,,,,,,,
18677977,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Rafai,3,7492,0.4,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,16049,18729,0,Mbomou,18677970,A,P,4830000,area,3210,0.2,5617,0.35,3,7222,0.45,4815,0.3,802,0.05,0,0,5619,0.3,7492,0.4,3,6555,0.35,0,0,1873,0.1,4682,0.25,,,,,,,,,,,,,
18677980,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Mbrès,3,8808,0.45,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,19573,27096,0,Nana-Gribizi,18677979,A,C,4830000,area,4893,0.25,8808,0.45,3,5872,0.3,6851,0.35,1957,0.1,0,0,10838,0.4,14902,0.55,3,8129,0.3,0,0,4064,0.15,4064,0.15,,,,,,,,,,,,,
18677983,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Abba,3,13138,0.45,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,29195,29725,0,Nana-Mambéré,18677982,A,C,4830000,area,7299,0.25,13138,0.45,3,8759,0.3,11678,0.4,1460,0.05,0,0,11890,0.4,14863,0.5,3,10404,0.35,0,0,2973,0.1,4459,0.15,,,,,,,,,,,,,
18677985,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Baboua,3,26875,0.5,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,52835,53750,0,Nana-Mambéré,18677982,A,P,4830000,area,10567,0.2,21134,0.4,3,21134,0.4,18492,0.35,2642,0.05,0,0,21500,0.4,26875,0.5,3,18813,0.35,0,0,5375,0.1,8063,0.15,,,,,,,,,,,,,
18677987,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Baoro,3,28278,0.35,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,34347,80794,0,Nana-Mambéré,18677982,A,P,4830000,area,15456,0.45,8586,0.25,3,10304,0.3,6869,0.2,1717,0.05,0,0,20199,0.25,28278,0.35,3,20199,0.25,0,0,8079,0.1,32318,0.4,,,,,,,,,,,,,
18677989,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Bouar,3,31484,0.3,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,104949,106697,0,Nana-Mambéré,18677982,A,C,4830000,area,41980,0.4,31484,0.3,3,31485,0.3,26237,0.25,5247,0.05,0,0,32009,0.3,42679,0.4,3,26674,0.25,0,0,10670,0.1,37344,0.35,,,,,,,,,,,,,
18677991,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Boali,3,7061,0.25,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,27735,28243,0,Ombella M'Poko,18677923,A,P,4830000,area,9707,0.35,9708,0.35,3,8321,0.3,6934,0.25,2774,0.1,0,0,7061,0.25,7061,0.25,3,14122,0.5,0,0,0,0,7061,0.25,,,,,,,,,,,,,
18677993,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Bogangolo,3,3313,0.35,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,9466,9642,0,Ombella M'Poko,18677923,A,C,4830000,area,4733,0.5,3313,0.35,3,1420,0.15,2840,0.3,473,0.05,0,0,3375,0.35,3857,0.4,3,1446,0.15,0,0,482,0.05,4339,0.45,,,,,,,,,,,,,
18677995,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Bossembélé,3,7542,0.2,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,37710,38399,0,Ombella M'Poko,18677923,A,C,4830000,area,16970,0.45,7542,0.2,3,13199,0.35,7542,0.2,0,0,0,0,7680,0.2,7680,0.2,3,19200,0.5,0,0,0,0,11520,0.3,,,,,,,,,,,,,
18677997,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Damara,3,7210,0.2,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,36049,36717,0,Ombella M'Poko,18677923,A,C,4830000,area,12617,0.35,7210,0.2,3,16222,0.45,7210,0.2,0,0,0,0,9179,0.25,9179,0.25,3,18359,0.5,0,0,0,0,9179,0.25,,,,,,,,,,,,,
18677999,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Yaloké,3,7866,0.2,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,39332,39996,0,Ombella M'Poko,18677923,A,C,4830000,area,9833,0.25,7866,0.2,3,21633,0.55,7866,0.2,0,0,0,0,7999,0.2,9999,0.25,3,17998,0.45,0,0,2000,0.05,11999,0.3,,,,,,,,,,,,,
18678002,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Bambari,3,76657,0.5,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,170726,153314,0,Ouaka,18678001,A,P,4830000,area,34145,0.2,68291,0.4,3,68290,0.4,51218,0.3,17073,0.1,0,0,53660,0.35,76657,0.5,3,45994,0.3,0,0,22997,0.15,30663,0.2,,,,,,,,,,,,,
18678005,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Bossangoa,3,45966,0.3,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,148875,153219,0,Ouham,18678004,A,P,4830000,area,14888,0.1,37219,0.25,3,96769,0.65,22331,0.15,14888,0.1,0,0,30644,0.2,45966,0.3,3,91931,0.6,0,0,15322,0.1,15322,0.1,,,,,,,,,,,,,
18678007,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Grimari,3,20125,0.4,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,57984,50312,0,Ouaka,18678001,A,P,4830000,area,14496,0.25,17395,0.3,3,26093,0.45,14496,0.25,2899,0.05,0,0,15094,0.3,20125,0.4,3,17609,0.35,0,0,5031,0.1,12578,0.25,,,,,,,,,,,,,
18678009,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Ippy,3,33237,0.6,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,44447,55396,0,Ouaka,18678001,A,P,4830000,area,8889,0.2,22224,0.5,3,13334,0.3,17779,0.4,4445,0.1,0,0,24928,0.45,33237,0.6,3,13849,0.25,0,0,8309,0.15,8309,0.15,,,,,,,,,,,,,
18678011,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Kouango,3,31203,0.35,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,89151,94049,0,Ouaka,18678001,A,C,4830000,area,35660,0.4,31203,0.35,3,22288,0.25,22288,0.25,8915,0.1,0,0,28215,0.3,42322,0.45,3,23512,0.25,0,0,14107,0.15,28215,0.3,,,,,,,,,,,,,
18678013,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Bouca,3,34343,0.5,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,66747,68686,0,Ouham,18678004,A,P,4830000,area,13349,0.2,30036,0.45,3,23361,0.35,23361,0.35,6675,0.1,0,0,24040,0.35,34343,0.5,3,20606,0.3,0,0,10303,0.15,13737,0.2,,,,,,,,,,,,,
18678015,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Kabo,4,30142,0.6,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,50237,51685,0,Ouham,18678004,A,C,4830000,area,5024,0.1,30142,0.6,4,15071,0.3,20095,0.4,10047,0.2,0,0,20674,0.4,33595,0.65,4,12921,0.25,0,0,12921,0.25,5169,0.1,,,,,,,,,,,,,
18678018,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Ouanda-djallé,3,1466,0.3,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,4888,3502,0,Vakaga,18678017,A,C,4830000,area,1955,0.4,1466,0.3,3,1466,0.3,1466,0.3,0,0,0,0,1051,0.3,1051,0.3,3,1086,0.31,0,0,0,0,1366,0.39,,,,,,,,,,,,,
18678020,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Markounda,4,11583,0.5,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,22516,23166,0,Ouham,18678004,A,P,4830000,area,4503,0.2,11258,0.5,3,6755,0.3,7881,0.35,3377,0.15,0,0,6950,0.3,11583,0.5,4,8108,0.35,0,0,4633,0.2,3475,0.15,,,,,,,,,,,,,
18678022,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Obo,3,21904,0.5,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,43808,37867,0,Haut-Mbomou,18677933,A,C,4830000,area,8762,0.2,21904,0.5,3,13142,0.3,15333,0.35,6571,0.15,0,0,15147,0.4,22720,0.6,4,9467,0.25,0,0,7573,0.2,5680,0.15,,,,,,,,,,,,,
18678024,Acute Food Insecurity September 2020(17ème cycle),Acute Food Insecurity Situation September 2020- April 2021 and Projection for May - August 2021,"Oct 06, 2020",18677917,CF,Central African Republic,Kembé,3,21610,0.5,Sep 2020,20200914,Sep 2020,Apr 2021,May 2021,Aug 2021,,,Sep 2020 - Apr 2021,May 2021 - Aug 2021,"",May 2021 - Aug 2021,43220,48629,0,Basse-Kotto,18677926,A,C,4830000,area,12966,0.3,21610,0.5,3,8644,0.2,15127,0.35,6483,0.15,0,0,19452,0.4,26746,0.55,3,9726,0.2,0,0,7294,0.15,12157,0.25,,,,,,,,,,,,,
